"trtid10","county","pop00","pop6a","hu00","hu6a"
6085504601,"Santa Clara County",1416.3701171875,869,835.515197753906,353
6085504602,"Santa Clara County",2234,1957,527,730
6085504700,"Santa Clara County",600.629943847656,753,99.4848098754883,200
6085504802,"Santa Clara County",5199,5373,1817,1841
6085504803,"Santa Clara County",3799,6203,2009,2583
6085504805,"Santa Clara County",4905,6755,2369,2905
6085504806,"Santa Clara County",3067,2935,762,780
6085504901,"Santa Clara County",1551,10593,913,4260
6085505001,"Santa Clara County",7224,9814,2931,3766
6085505006,"Santa Clara County",3699,6631,1949,3696
6085505007,"Santa Clara County",4228,4311,979,983
6085505009,"Santa Clara County",5899,9290,2369.9736328125,3374
6085505100,"Santa Clara County",2138,3434,1067,1743
6085505202,"Santa Clara County",6061,6299,2148,2398
6085505203,"Santa Clara County",2982,5665,809,1514
6085505301,"Santa Clara County",4441,4433,1325,1494
6085505302,"Santa Clara County",4215,3808,1478,1490
6085505303,"Santa Clara County",6070,6193,2192,2258
6085505304,"Santa Clara County",3218,3492,1075,1122
6085505305,"Santa Clara County",5289,5791,2006,2140
6085505401,"Santa Clara County",5358,6482,2271,2734
6085505402,"Santa Clara County",2842,3177,1151,1151
6085505403,"Santa Clara County",6362,6723,2672,2759
6085505500,"Santa Clara County",3627,4233,1593,1665
6085505600,"Santa Clara County",3690,4256,1298,1349
6085505700,"Santa Clara County",5369,7011,2327,2461
6085505800,"Santa Clara County",3872,3854,1658,1609
6085505900,"Santa Clara County",6718,7274,3104,3326
6085506000,"Santa Clara County",4707,4589,2024,1899
6085506101,"Santa Clara County",4685,4653,1730,1783
6085506102,"Santa Clara County",3554,3677,1490,1614
6085506103,"Santa Clara County",4401,4962,1701,1705
6085506202,"Santa Clara County",6849,7224,2520,2558
6085506203,"Santa Clara County",5996,6677,2535,2581
6085506204,"Santa Clara County",5828,5806,2167,2186
6085506301,"Santa Clara County",5176,5572,2342,2472
6085506302,"Santa Clara County",5970,7051,2340,2567
6085506304,"Santa Clara County",4538,5847,2148,2266
6085506305,"Santa Clara County",7323,6812,2559,2674
6085506401,"Santa Clara County",3365,5221,1380,2381
6085506402,"Santa Clara County",5756,6136,2286,2369
6085506501,"Santa Clara County",7373,7787,2523,2678
6085506502,"Santa Clara County",3612,4212,1905,1996
6085506503,"Santa Clara County",5818,6339,2685,2725
6085506601,"Santa Clara County",4279,4840,1648,1778
6085506603,"Santa Clara County",4185,4158,1420,1416
6085506604,"Santa Clara County",7134,7236,2567,2655
6085506605,"Santa Clara County",4119,4126,1578,1586
6085506606,"Santa Clara County",4502,4473,1687,1679
6085506701,"Santa Clara County",3810,3664,1305,1315
6085506702,"Santa Clara County",5809,6099,2114,2085
6085506703,"Santa Clara County",3455,3645,1434,1432
6085506801,"Santa Clara County",5704,6021,2228,2265
6085506802,"Santa Clara County",5098,5760,1942,1935
6085506803,"Santa Clara County",6816.27294921875,7213,2452.97509765625,2473
6085506804,"Santa Clara County",3583,3570,1351,1334
6085506900,"Santa Clara County",7238,7713,2646,2726
6085507001,"Santa Clara County",6780,6801,3193,3309
6085507002,"Santa Clara County",2793,2918,1046,1072
6085507100,"Santa Clara County",2513,2811,1306,1390
6085507203,"Santa Clara County",2062,2980,875,1196
6085507205,"Santa Clara County",4405,4542,1904,1924
6085507206,"Santa Clara County",2910,2842,1032,1130
6085507301,"Santa Clara County",6399,6829,2286,2528
6085507302,"Santa Clara County",2649,3100,1012,1077
6085507401,"Santa Clara County",5599,5595,1928,1925
6085507402,"Santa Clara County",4035,4111,1532,1518
6085507500,"Santa Clara County",5846,5800,2027,2045
6085507600,"Santa Clara County",5773,5593,2047,2076
6085507701,"Santa Clara County",3670,3865,1311,1430
6085507702,"Santa Clara County",6252,6409,2068,2072
6085507703,"Santa Clara County",6959,8022,2577,2802
6085507805,"Santa Clara County",4525,5973,1870,2350
6085507806,"Santa Clara County",5396,5561,1976,2065
6085507807,"Santa Clara County",3041,3320,1028,1078
6085507808,"Santa Clara County",5238,5446,1749,1863
6085507903,"Santa Clara County",4809,4975,1627,1651
6085507904,"Santa Clara County",3375,3240,1113,1126
6085507905,"Santa Clara County",5448,6223,2180,2205
6085507906,"Santa Clara County",4437,4550,1438,1454
6085508001,"Santa Clara County",6320,7966,2490,2953
6085508003,"Santa Clara County",2131,2398,774.393798828125,786
6085508004,"Santa Clara County",6141,6938,2231.60620117188,2254
6085508101,"Santa Clara County",5882,6928,2295,2400
6085508102,"Santa Clara County",2684,3135,1150,1312
6085508202,"Santa Clara County",7381,7606,2856,2901
6085508203,"Santa Clara County",4797,5263,1837,1853
6085508204,"Santa Clara County",4025,4142,1536,1522
6085508301,"Santa Clara County",4298,4630,1559,1576
6085508303,"Santa Clara County",2504,2570,925,924
6085508304,"Santa Clara County",7672,8385,2964,3142
6085508401,"Santa Clara County",6352,6814,2554,2612
6085508403,"Santa Clara County",2638,3237,1005,1078
6085508404,"Santa Clara County",5111,6384,2007,2354
6085508503,"Santa Clara County",5837,6950,2823,2975
6085508504,"Santa Clara County",6773,8853,3192,3491
6085508505,"Santa Clara County",4437,4703,1901,1971
6085508507,"Santa Clara County",3007.13305664062,3171,1242.09301757812,1412
6085508508,"Santa Clara County",4962.8671875,5495,2049.90698242188,2063
6085508601,"Santa Clara County",3519,3821,1415,1416
6085508602,"Santa Clara County",3399,4737,1708,2089
6085508703,"Santa Clara County",6760,7812,2923,3311
6085508704,"Santa Clara County",4873,6513,2286,2821
6085508800,"Santa Clara County",3943,3783,1466,1515
6085508900,"Santa Clara County",5371,5175,1773,1788
6085509000,"Santa Clara County",7366,8637,2478,2651
6085509102,"Santa Clara County",4597,4851,2342,2353
6085509105,"Santa Clara County",5624,7207,2866,3238
6085509106,"Santa Clara County",4004,4289,1641,1768
6085509107,"Santa Clara County",5018,4868,2146,2064
6085509108,"Santa Clara County",4699,4438,1939,2038
6085509109,"Santa Clara County",3517,4603,1867,1952
6085509201,"Santa Clara County",4294,4780,2521,2631
6085509202,"Santa Clara County",4716,4635,1989,1904
6085509302,"Santa Clara County",2688,3192,1093,1222
6085509303,"Santa Clara County",3294,3444,1684,1923
6085509304,"Santa Clara County",2834,3373,1245,1411
6085509401,"Santa Clara County",3052,3738,1622,1853
6085509403,"Santa Clara County",4663,5009,2084,2136
6085509404,"Santa Clara County",5765,7091,2300,2716
6085509500,"Santa Clara County",5484,5371,2377,2366
6085509600,"Santa Clara County",2371,3403,1317,1648
6085509700,"Santa Clara County",3122,3065,1490,1452
6085509801,"Santa Clara County",4926,5679,2159,2271
6085509802,"Santa Clara County",2557,3021,1123,1152
6085509901,"Santa Clara County",2030,1879,733,707
6085509902,"Santa Clara County",4686,4833,1911,1873
6085510001,"Santa Clara County",5973,6198,2118,2097
6085510002,"Santa Clara County",3550,3840,1308,1326
6085510100,"Santa Clara County",2947,2970,1104,1114
6085510200,"Santa Clara County",4207,4346,1536,1505
6085510300,"Santa Clara County",3752,4278,1721,1792
6085510400,"Santa Clara County",2979,3289,1139,1236
6085510500,"Santa Clara County",4542,4996,1801,1992
6085510600,"Santa Clara County",5691,6564,2405,2461
6085510700,"Santa Clara County",4200,5133,1832,2091
6085510801,"Santa Clara County",4503,5797,1706,2320
6085510802,"Santa Clara County",2094,1864,888,720
6085510803,"Santa Clara County",2481,2402,1070,1057
6085510900,"Santa Clara County",4993,5563,2087,2099
6085511000,"Santa Clara County",6194,6813,2418,2501
6085511100,"Santa Clara County",5128,5571,1964,1934
6085511200,"Santa Clara County",4666,5058,1869,1813
6085511301,"Santa Clara County",3219,3888,1928.494140625,1867
6085511302,"Santa Clara County",4092,4157,2451.505859375,2422
6085511400,"Santa Clara County",3605,3573,1483,1400
6085511500,"Santa Clara County",6496,8111,3107,3197
6085511608,"Santa Clara County",6509,3129,967.372619628906,98
6085511701,"Santa Clara County",4048,4349,1443,1673
6085511702,"Santa Clara County",2637,2812,971,1010
6085511704,"Santa Clara County",4659.6318359375,4635,1767.05151367188,1880
6085511705,"Santa Clara County",977.069702148438,1113,370.530914306641,363
6085511707,"Santa Clara County",2498.4189453125,2771,947.464660644531,1326
6085511800,"Santa Clara County",3921,4711,1627,1728
6085511905,"Santa Clara County",2879,3182,1071,1063
6085511907,"Santa Clara County",3979,4061,1344,1344
6085511909,"Santa Clara County",7929,8033,2576,2734
6085511910,"Santa Clara County",3063,3235,1071,1051
6085511911,"Santa Clara County",4828,4957,1811,1931
6085511912,"Santa Clara County",5394,5367,1724,1748
6085511913,"Santa Clara County",4293,4343,1434,1449
6085511914,"Santa Clara County",5752,5754,1969,1946
6085511915,"Santa Clara County",3826,3678,1290.75659179688,1301
6085511916,"Santa Clara County",4939,4774,1666.24340820312,1696
6085512001,"Santa Clara County",5658,6720,1789,2105
6085512005,"Santa Clara County",6871,6683,2199,2217
6085512017,"Santa Clara County",7706,9119,1999,2249
6085512019,"Santa Clara County",4796,4904,1554,1563
6085512020,"Santa Clara County",5717,7378,2313,2713
6085512021,"Santa Clara County",6237,6161,2021.92810058594,2064
6085512022,"Santa Clara County",5012,5821,1866.07189941406,1930
6085512023,"Santa Clara County",5528,6159,1948,2069
6085512024,"Santa Clara County",3725,4740,1307,1747
6085512025,"Santa Clara County",3038.328125,3201,930.956298828125,1079
6085512026,"Santa Clara County",3938.671875,3986,1298.04370117188,1380
6085512027,"Santa Clara County",3880,4735,1539,1646
6085512029,"Santa Clara County",6871,7347,2312,2540
6085512030,"Santa Clara County",3168,3018,983,993
6085512031,"Santa Clara County",4489,4363,1399,1392
6085512032,"Santa Clara County",3485,3193,1037,1052
6085512033,"Santa Clara County",6220,6786,2053,2095
6085512034,"Santa Clara County",3122,3212,1042,1051
6085512035,"Santa Clara County",4287,4551,1378,1420
6085512036,"Santa Clara County",2225,5450,693.943664550781,1942
6085512037,"Santa Clara County",3261,3280,1017.05633544922,975
6085512038,"Santa Clara County",2662,3132,844.134216308594,1114
6085512039,"Santa Clara County",4938,4845,1565.86572265625,1417
6085512042,"Santa Clara County",2745,2809,718.578552246094,877
6085512043,"Santa Clara County",6404,6900,1676.42150878906,1622
6085512045,"Santa Clara County",5779,5805,1842,1868
6085512047,"Santa Clara County",5505,5465,1736,1742
6085512052,"Santa Clara County",3886,4701,1535.56323242188,1826
6085512053,"Santa Clara County",4531,4571,1790.43664550781,1601
6085512100,"Santa Clara County",1632,1495,456.740325927734,486
6085512200,"Santa Clara County",3142.98095703125,4531,1198.99267578125,1686
6085512305,"Santa Clara County",3328.01904296875,4412,1089.00732421875,1480
6085512307,"Santa Clara County",6257,6485,2190,2418
6085512308,"Santa Clara County",5727,8118,1849,2501
6085512309,"Santa Clara County",4778,5135,1595,1730
6085512310,"Santa Clara County",3248,4222,1090.35339355469,1476
6085512311,"Santa Clara County",2271,3557,762.37451171875,1242
6085512312,"Santa Clara County",2932,3135,984.272216796875,1093
6085512313,"Santa Clara County",3463,4034,1079.86022949219,1232
6085512314,"Santa Clara County",5744,6338,1791.13977050781,2165
6085512401,"Santa Clara County",4293,5078,1292,1494
6085512402,"Santa Clara County",4791,4988,1489,1590
6085512503,"Santa Clara County",6332,8568,2027,2765
6085512505,"Santa Clara County",5302,7880,1645,2212
6085512506,"Santa Clara County",5949,7229,1633,1933
6085512508,"Santa Clara County",7736,8515,2476,2706
6085512509,"Santa Clara County",3712,4227,1163.75964355469,1255
6085512510,"Santa Clara County",4310,6356,1351.24035644531,2427
6085512602,"Santa Clara County",3137.00317382812,2673,783.0009765625,932
6085512603,"Santa Clara County",4243,4421,1001.62463378906,1120
6085512604,"Santa Clara County",4530,4887,1069.37536621094,1211
6085513000,"Santa Clara County",4568,8254,2140,2455
6085513500,"Santa Clara County",970.002197265625,854,361.260589599609,461
6095250103,"Solano County",4796,4560,1598.66662597656,1721
6095250104,"Solano County",2641,2150,880.333312988281,883
6095250105,"Solano County",5016.05029296875,7164,1608.51354980469,2303
6095250106,"Solano County",2171.94970703125,5037,696.486389160156,1480
6095250200,"Solano County",3876,3987,1445,1567
6095250300,"Solano County",3367,3406,1222,1233
6095250400,"Solano County",3235,2573,1292,1324
6095250501,"Solano County",2194,2247,787,819
6095250502,"Solano County",3434,3156,1195,1174
6095250601,"Solano County",4916.130859375,5132,1536.38330078125,1645
6095250604,"Solano County",4140.966796875,3599,1403.66943359375,1611
6095250605,"Solano County",4607.90283203125,4230,1561.94738769531,1596
6095250701,"Solano County",3261,3457,1238,1259
6095250801,"Solano County",3251,3866,1346,1698
6095250900,"Solano County",3123,2468,1562,1537
6095251000,"Solano County",2803,2674,1289,1314
6095251100,"Solano County",3436,3105,1206,1213
6095251200,"Solano County",3186,3503,1165,1303
6095251300,"Solano County",3058.26245117188,2626,1265.28955078125,1303
6095251400,"Solano County",5438.94775390625,5203,2273.38037109375,2390
6095251500,"Solano County",3852,4253,1510,1579
6095251600,"Solano County",2986,2603,1236,1243
6095251701,"Solano County",4068,3657,1648,1599
6095251702,"Solano County",2073,2755,739,1067
6095251802,"Solano County",1537,2478,767,1344
6095251803,"Solano County",5242,4925,1465,1468
6095251804,"Solano County",4190,3511,1031,1034
6095251901,"Solano County",5784.78955078125,5353,1948.330078125,1947
6095251902,"Solano County",6381,6080,1716,1785
6095251903,"Solano County",5963,5756,1646,1723
6095252000,"Solano County",4166,4279,2105,2284
6095252102,"Solano County",4096,3773,1634,1680
6095252103,"Solano County",5367,5260,1902,2067
6095252104,"Solano County",4221,5717,1265,1851
6095252105,"Solano County",3635,3187,1331,1381
6095252106,"Solano County",4467,4456,1735,1775
6095252107,"Solano County",3736,3595,1450,1460
6095252108,"Solano County",3131,3277,1199,1352
6095252201,"Solano County",5204,9063,1884,3121
6095252202,"Solano County",6725,10604,2040,3228
6095252305,"Solano County",3256,5035,1147,1680
6095252306,"Solano County",3395,3404,1146,1252
6095252310,"Solano County",2663.76733398438,3226,943.262023925781,1299
6095252311,"Solano County",3426.2763671875,4404,1213.27270507812,1573
6095252312,"Solano County",3183.95678710938,3369,1127.46533203125,1455
6095252313,"Solano County",4163,5914,1514.41259765625,2332
6095252314,"Solano County",4114,3821,1496.58740234375,1481
6095252315,"Solano County",3617.94653320312,4426,1157.84692382812,1483
6095252316,"Solano County",3568,3698,1141.86254882812,1198
6095252317,"Solano County",2560.05346679688,7649,819.290649414062,2251
6095252401,"Solano County",4001,4516,1278,1412
6095252402,"Solano County",4938,5247,1695,1802
6095252501,"Solano County",2823,2837,1009,977
6095252502,"Solano County",2242,2376,654,663
6095252604,"Solano County",4012,3241,1336,1225
6095252605,"Solano County",5125,5850,1958,1984
6095252606,"Solano County",4591,5603,1625,1782
6095252607,"Solano County",3632,4355,1185,1200
6095252608,"Solano County",3983,4282,1384,1313
6095252610,"Solano County",3354,3004,1124.51611328125,1072
6095252611,"Solano County",3509.00024414062,3247,1176.48388671875,1175
6095252702,"Solano County",5779,6966,2007,2379
6095252703,"Solano County",4080,4025,1254,1242
6095252704,"Solano County",4780,4753,1457,1697
6095252705,"Solano County",6574,6259,1896,1805
6095252706,"Solano County",2286,3911,686,1193
6095252707,"Solano County",5051,5315,1815,1803
6095252801,"Solano County",6724.84033203125,3115,1662.65368652344,883
6095252802,"Solano County",2654.16333007812,1290,656.216979980469,300
6095252903,"Solano County",4206,4444,1520,1746
6095252904,"Solano County",3451,6143,1263,2420
6095252908,"Solano County",3822,3896,1344,1335
6095252909,"Solano County",3438,3014,1112,1106
6095252910,"Solano County",5829,6231,1863,2016
6095252911,"Solano County",4372.146484375,4926,1861.11962890625,2868
6095252912,"Solano County",4904.85400390625,5533,2087.88061523438,1960
6095252913,"Solano County",4934,5105,1599.55822753906,1767
6095252914,"Solano County",4349.30419921875,5532,1410.00512695312,1953
6095252915,"Solano County",2675.69604492188,4173,867.436584472656,1384
6095253101,"Solano County",5152,5491,2136,2112
6095253105,"Solano County",5692,5855,2231,2561
6095253106,"Solano County",3459,3464,1293,1337
6095253107,"Solano County",6140,6322,2321,2439
6095253108,"Solano County",9166.13671875,4661,1284.00830078125,1620
6095253201,"Solano County",4937,4908,1840,1846
6095253203,"Solano County",4137,3941,1539,1584
6095253204,"Solano County",6588.09814453125,7131,2101.14453125,2454
6095253205,"Solano County",3676.67895507812,3441,1172.60461425781,1070
6095253206,"Solano County",2001.22277832031,3051,638.250732421875,1026
6095253300,"Solano County",2834,3040,898,1021
6095253402,"Solano County",5561,7451,1776,2386
6095253403,"Solano County",4632.333984375,5161,1494.90356445312,1583
6095253404,"Solano County",6036.666015625,6775,1948.09643554688,2253
6095253500,"Solano County",5733,9516,2377,4972
6097150100,"Sonoma County",2670,2508,1132,1217
6097150202,"Sonoma County",5013,5067,2595,2831
6097150203,"Sonoma County",3703.00024414062,4981,1811.83996582031,2461
6097150204,"Sonoma County",3393,3841,1660.16015625,1891
6097150303,"Sonoma County",4456,4649,2375,2523
6097150304,"Sonoma County",5826,6101,2300,2494
6097150305,"Sonoma County",5194.99951171875,6214,1811.24035644531,1927
6097150306,"Sonoma County",4032,3999,1405.75964355469,1836
6097150500,"Sonoma County",6149,5191,2429,2644
6097150601,"Sonoma County",4028,4558,1392,1406
6097150602,"Sonoma County",4487,3966,1543,1552
6097150603,"Sonoma County",7414,6815,2412,2771
6097150607,"Sonoma County",4022.10961914062,5471,1455.33703613281,1823
6097150609,"Sonoma County",4373,4671,1582.30114746094,1966
6097150610,"Sonoma County",4165.89013671875,4043,1507.36181640625,1389
6097150611,"Sonoma County",3477,4544,1276.50744628906,1560
6097150612,"Sonoma County",3733,4343,1370.49255371094,1753
6097150701,"Sonoma County",4160,4817,1810,2088
6097150702,"Sonoma County",4370,5002,1661,1887
6097150800,"Sonoma County",4742,5399,1923,2101
6097150901,"Sonoma County",4599,4954,1869,2099
6097150902,"Sonoma County",3383,3282,1361,1459
6097151000,"Sonoma County",3593,3940,1406,1568
6097151100,"Sonoma County",5130,5634,1799,1996
6097151201,"Sonoma County",6106,7075,2546,3030
6097151203,"Sonoma County",4797.26171875,4672,1740.28112792969,1951
6097151204,"Sonoma County",3407.79736328125,3312,1446.48950195312,1416
6097151301,"Sonoma County",4526.94091796875,4715,1608.22924804688,1663
6097151305,"Sonoma County",5165,5887,2235,2394
6097151306,"Sonoma County",3873,3512,1638,1607
6097151307,"Sonoma County",5337,5728,1963,1994
6097151308,"Sonoma County",4695,4590,1967,2123
6097151309,"Sonoma County",4902,5249,1718,2053
6097151310,"Sonoma County",5120,5594,1484,1506
6097151311,"Sonoma County",6774,6500,2439,2387
6097151401,"Sonoma County",4617,7483,1260,2520
6097151402,"Sonoma County",7939,9313,3066,3519
6097151502,"Sonoma County",6719,7113,2876,3153
6097151503,"Sonoma County",3913,3435,1425,1449
6097151504,"Sonoma County",3705,3457,1378,1373
6097151601,"Sonoma County",2795.599609375,2840,1673.80407714844,1885
6097151602,"Sonoma County",3651.40063476562,3267,2186.19604492188,2071
6097151700,"Sonoma County",7108.9033203125,6573,3039.95874023438,3061
6097151800,"Sonoma County",4978,5195,2167,2194
6097151900,"Sonoma County",3282,3282,1391,1417
6097152000,"Sonoma County",2406,1836,941,1031
6097152100,"Sonoma County",3189,3195,1123,1070
6097152201,"Sonoma County",3941,3704,1774,1761
6097152202,"Sonoma County",6177,6220,2670,3038
6097152203,"Sonoma County",3568,3553,1907,1898
6097152300,"Sonoma County",4228,4355,1979,1905
6097152400,"Sonoma County",7141,10129,2834,4513
6097152501,"Sonoma County",3717.0966796875,4485,1362.04125976562,1747
6097152502,"Sonoma County",3723,3453,1545,1563
6097152600,"Sonoma County",7761,8121,3077,3468
6097152701,"Sonoma County",5478,5453,2154,2252
6097152702,"Sonoma County",4644,5910,1608,2122
6097152801,"Sonoma County",5598,5388,1985,2005
6097152802,"Sonoma County",6159,7122,2830,2847
6097152903,"Sonoma County",5144,5261,1467,1560
6097152904,"Sonoma County",4466,5356,1695,2009
6097152905,"Sonoma County",4181,4252,1593.00988769531,1615
6097152906,"Sonoma County",3845,6014,1464.99011230469,2188
6097153001,"Sonoma County",5007,7419,2065,2549
6097153002,"Sonoma County",6836,6473,2036,2071
6097153003,"Sonoma County",5414,5990,2060,2118
6097153005,"Sonoma County",6757,7302,2417,2532
6097153006,"Sonoma County",6656,7825,2565,2873
6097153102,"Sonoma County",5452,5687,1366,1518
6097153103,"Sonoma County",3955,4563,1177.31591796875,1460
6097153104,"Sonoma County",4141,4181,1232.68395996094,1220
6097153200,"Sonoma County",5014,8281,1501,2538
6097153300,"Sonoma County",6845,12652,2321,3920
6097153401,"Sonoma County",6228,6624,2650,2955
6097153403,"Sonoma County",4052,3731,1650,1719
6097153404,"Sonoma County",4428,4398,1788,1955
6097153501,"Sonoma County",4612,4639,1820,2056
6097153502,"Sonoma County",4060,4243,1644,1807
6097153600,"Sonoma County",5877,5665,2363,2566
6097153703,"Sonoma County",4080,3039,2721,2883
6097153704,"Sonoma County",4105,3742,2522,2591
6097153705,"Sonoma County",3643,3985,1750,1924
6097153706,"Sonoma County",4557,4430,2352,2488
6097153801,"Sonoma County",5743,10742,1762,3289
6097153804,"Sonoma County",3330,3175,1182.94555664062,1185
6097153806,"Sonoma County",3174.00024414062,3286,1127.52844238281,1298
6097153807,"Sonoma County",3813,3825,1354.52600097656,1473
6097153808,"Sonoma County",4219,4293,1498.80920410156,1627
6097153809,"Sonoma County",4206,4420,1494.19079589844,1609
6097153901,"Sonoma County",4411.9375,4867,2024.97143554688,2637
6097153902,"Sonoma County",4605.0625,4346,1535.02868652344,1838
6097153903,"Sonoma County",4117,4050,1649,1839
6097154000,"Sonoma County",3167,2744,1243,1465
6097154100,"Sonoma County",4438,3886,1787,1753
6097154201,"Sonoma County",4245.2109375,3897,1637.70764160156,1513
6097154202,"Sonoma County",4093.78857421875,5928,1579.29223632812,2489
6097154302,"Sonoma County",4221,3219,2401,2581
6097154303,"Sonoma County",1620.37976074219,1457,1432.91052246094,2198
6097154304,"Sonoma County",2597.6201171875,2183,2297.08959960938,1921
